Element	EUTranCellFDD	SN	latitude	longitude
ZHTZ03	ZSNB5N	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN16,MeContext=ZHTZ03	47367820	8540268
ZHTH04	ZHTH1M	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN16,MeContext=ZHTH04	47365422	8547328
ZHTH04	ZHTH1O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN16,MeContext=ZHTH04	47365422	8547328
ZHTH04	ZHTH2M	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN16,MeContext=ZHTH04	47365195	8547628
ZHTH04	ZHTH2O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN16,MeContext=ZHTH04	47365195	8547628
ZRSW02	ZRSW5N	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN16,MeContext=ZRSW02	47376932	8549634
ZRSW02	ZRSW6N	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN16,MeContext=ZRSW02	47376932	8549634
ZRSW02	ZRSW7N	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN16,MeContext=ZRSW02	47376932	8549634
ZRSW03	ZRSS5N	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN16,MeContext=ZRSW03	47376075	8550781
ZRSW03	ZRSS6N	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN16,MeContext=ZRSW03	47376075	8550781
ZRSW03	ZRSS7N	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN16,MeContext=ZRSW03	47376075	8550781
ALTS04	ALTS1M	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN16,MeContext=ALTS04	47386477	8487172
ALTS04	ALTS1O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN16,MeContext=ALTS04	47386477	8487172
ALTS04	ALTS1P	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN16,MeContext=ALTS04	47386528	8487213
ALTS04	ALTS2M	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN16,MeContext=ALTS04	47386528	8487213
ALTS04	ALTS2O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN16,MeContext=ALTS04	47386528	8487213
ALTS04	ALTS2P	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN16,MeContext=ALTS04	47386528	8487213
ALTS04	ALTS3M	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN16,MeContext=ALTS04	47386477	8487172
ALTS04	ALTS3O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN16,MeContext=ALTS04	47386477	8487172
ALTS04	ALTS3P	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN16,MeContext=ALTS04	47386528	8487213
ZHTZ07	Z01F1N	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN16,MeContext=ZHTZ07	47377143	8547294
ZHTZ07	Z01G1N	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN16,MeContext=ZHTZ07	47376761	8548703
ZHTZ07	Z02F1N	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN16,MeContext=ZHTZ07	47378037	8547869
ZHTZ07	Z31A1N	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN16,MeContext=ZHTZ07	47371337	8544048
ZHTZ07	Z33A1N	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN16,MeContext=ZHTZ07	47369815	8544189
ZHTZ07	Z34A1N	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN16,MeContext=ZHTZ07	47370414	8549259
ZHTZ07	ZBQB1N	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN16,MeContext=ZHTZ07	47366561	8542096
ZHTZ07	ZBQB1O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN16,MeContext=ZHTZ07	47366561	8542096
ZHTZ07	ZBQB2N	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN16,MeContext=ZHTZ07	47366561	8542096
ZHTZ07	ZBQB2O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN16,MeContext=ZHTZ07	47366561	8542096
ZRSW05	ZRTS5N	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN16,MeContext=ZRSW05	47376592	8550434
ZHSL04	ZHSL1M	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN16,MeContext=ZHSL04	47369115	8532722
ZHSL04	ZHSL1O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN16,MeContext=ZHSL04	47369115	8532722
ZHSL04	ZHSL1P	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN16,MeContext=ZHSL04	47369115	8532722
ZHSL04	ZHSL2M	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN16,MeContext=ZHSL04	47369115	8532722
ZHSL04	ZHSL2O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN16,MeContext=ZHSL04	47369115	8532722
ZHSL04	ZHSL2P	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN16,MeContext=ZHSL04	47369115	8532722
ZHSL04	ZHSL3M	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN16,MeContext=ZHSL04	47369115	8532722
ZHSL04	ZHSL3O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN16,MeContext=ZHSL04	47369115	8532722
ZHSL04	ZHSL3P	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN16,MeContext=ZHSL04	47369115	8532722
ZWIE04	ZWIE1M	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN16,MeContext=ZWIE04	47369268	8502868
ZWIE04	ZWIE1O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN16,MeContext=ZWIE04	47369268	8502868
ZWIE04	ZWIE1P	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN16,MeContext=ZWIE04	47369268	8502868
ZWIE04	ZWIE2M	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN16,MeContext=ZWIE04	47369268	8502868
ZWIE04	ZWIE2O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN16,MeContext=ZWIE04	47369268	8502868
ZWIE04	ZWIE2P	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN16,MeContext=ZWIE04	47369268	8502868
ZWIE04	ZWIE3M	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN16,MeContext=ZWIE04	47369268	8502868
ZWIE04	ZWIE3O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN16,MeContext=ZWIE04	47369268	8502868
ZWIE04	ZWIE3P	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN16,MeContext=ZWIE04	47369268	8502868
ZUSP04	ZUSP5N	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN16,MeContext=ZUSP04	47371029	8538613
ZHRO04	ZHRO1M	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN16,MeContext=ZHRO04	47395624	8526033
ZHRO04	ZHRO1O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN16,MeContext=ZHRO04	47395624	8526033
ZHRO04	ZHRO2M	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN16,MeContext=ZHRO04	47395624	8526033
ZHRO04	ZHRO2O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN16,MeContext=ZHRO04	47395624	8526033
ZBAA04	ZBAA5M	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN16,MeContext=ZBAA04	47367613	8547745
ZBAA04	ZBAA5O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN16,MeContext=ZBAA04	47367613	8547745
ZBAA04	ZBAA6M	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN16,MeContext=ZBAA04	47367613	8547745
ZBAA04	ZBAA6O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN16,MeContext=ZBAA04	47367613	8547745
ZBAA04	ZBAA7M	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN16,MeContext=ZBAA04	47367613	8547745
ZBAA04	ZBAA7O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN16,MeContext=ZBAA04	47367613	8547745
ZUBV04	ZUBV1M	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN16,MeContext=ZUBV04	47368831	8537999
ZUBV04	ZUBV1O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN16,MeContext=ZUBV04	47368831	8537999
ZUBV04	ZUBV3M	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN16,MeContext=ZUBV04	47368831	8537999
ZUBV04	ZUBV3O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN16,MeContext=ZUBV04	47368831	8537999
ZHCX04	ZHCX1M	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN16,MeContext=ZHCX04	47386710	8522089
ZHCX04	ZHCX1O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN16,MeContext=ZHCX04	47386710	8522089
ZHCX04	ZHCX2M	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN16,MeContext=ZHCX04	47386429	8520882
ZHCX04	ZHCX2O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN16,MeContext=ZHCX04	47386429	8520882
ZHCX04	ZHCX3M	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN16,MeContext=ZHCX04	47386710	8522089
ZHCX04	ZHCX3O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN16,MeContext=ZHCX04	47386710	8522089
ZAAA04	ZAAA1M	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN16,MeContext=ZAAA04	47393035	8489884
ZAAA04	ZAAA1O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN16,MeContext=ZAAA04	47393035	8489884
ZAAA04	ZAAA2M	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN16,MeContext=ZAAA04	47392946	8489789
ZAAA04	ZAAA2O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN16,MeContext=ZAAA04	47392946	8489789
ZAAA04	ZAAA3M	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN16,MeContext=ZAAA04	47393009	8489764
ZAAA04	ZAAA3O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN16,MeContext=ZAAA04	47393009	8489764
ZHBB03	ZHBB5N	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN16,MeContext=ZHBB03	47377689	8538221
ZHBB03	ZHBB5O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN16,MeContext=ZHBB03	47377689	8538221
ZHPW01	ZHPW1N	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN16,MeContext=ZHPW01	47389426	8512183
ZHPW01	ZHPW2N	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN16,MeContext=ZHPW01	47389426	8512183
ZBCL04	ZBCL1M	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN16,MeContext=ZBCL04	47381941	8575709
ZBCL04	ZBCL1O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN16,MeContext=ZBCL04	47381941	8575709
ZBCL04	ZBCL1P	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN16,MeContext=ZBCL04	47381941	8575709
ZBCL04	ZBCL2M	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN16,MeContext=ZBCL04	47381941	8575709
ZBCL04	ZBCL2O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN16,MeContext=ZBCL04	47381941	8575709
ZBCL04	ZBCL2P	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN16,MeContext=ZBCL04	47381941	8575709
ZBCL04	ZBCL3P	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN16,MeContext=ZBCL04	47381941	8575709
ZBCL04	ZBCL5O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN16,MeContext=ZBCL04	47381941	8575709
MLIN02	MLIN1P	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN23,MeContext=MLIN02	46994629	6850185
MLIN02	MLIN2P	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN23,MeContext=MLIN02	46994629	6850185
SLPI03	SLPI1P	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN23,MeContext=SLPI03	46909284	6550706
SLPI03	SLPI2P	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN23,MeContext=SLPI03	46909284	6550706
LWBG04	LWBG1O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN23,MeContext=LWBG04	46943929	7140317
LWBG04	LWBG1P	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN23,MeContext=LWBG04	46943929	7140317
LWBG04	LWBG2O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN23,MeContext=LWBG04	46943929	7140317
LWBG04	LWBG2P	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN23,MeContext=LWBG04	46943929	7140317
LWBG04	LWBG3O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN23,MeContext=LWBG04	46943929	7140317
LWBG04	LWBG3P	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN23,MeContext=LWBG04	46943929	7140317
CXAN04	CXAN1M	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN23,MeContext=CXAN04	46945680	6859810
CXAN04	CXAN1O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN23,MeContext=CXAN04	46945680	6859810
CXAN04	CXAN1P	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN23,MeContext=CXAN04	46945680	6859810
CXAN04	CXAN2M	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN23,MeContext=CXAN04	46945680	6859810
CXAN04	CXAN2O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN23,MeContext=CXAN04	46945680	6859810
CXAN04	CXAN2P	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN23,MeContext=CXAN04	46945680	6859810
CXAN04	CXAN3M	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN23,MeContext=CXAN04	46945680	6859810
CXAN04	CXAN3O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN23,MeContext=CXAN04	46945680	6859810
CXAN04	CXAN3P	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN23,MeContext=CXAN04	46945680	6859810
DELY04	DELY1P	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN23,MeContext=DELY04	46922614	6956651
DELY04	DELY3P	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN23,MeContext=DELY04	46922614	6956651
LCEN04	LCEN1O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN23,MeContext=LCEN04	46707786	6844811
LCEN04	LCEN1P	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN23,MeContext=LCEN04	46707786	6844811
LCEN04	LCEN2O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN23,MeContext=LCEN04	46707786	6844811
LCEN04	LCEN2P	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN23,MeContext=LCEN04	46707786	6844811
LCEN04	LCEN3O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN23,MeContext=LCEN04	46707786	6844811
LCEN04	LCEN3P	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN23,MeContext=LCEN04	46707786	6844811
HENZ04	HENZ1P	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN23,MeContext=HENZ04	46732151	6872253
HENZ04	HENZ2P	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN23,MeContext=HENZ04	46732151	6872253
HENZ04	HENZ3P	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN23,MeContext=HENZ04	46732151	6872253
LIEU04	LIEU1P	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN23,MeContext=LIEU04	46649597	6281168
LIEU04	LIEU2P	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN23,MeContext=LIEU04	46649597	6281168
NESI04	NESI1O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN23,MeContext=NESI04	46987147	6916666
NESI04	NESI2O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN23,MeContext=NESI04	46987133	6916625
NESI04	NESI3O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN23,MeContext=NESI04	46987151	6916643
VUIE03	VUIE1P	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN23,MeContext=VUIE03	46625675	6782972
VUIE03	VUIE2P	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN23,MeContext=VUIE03	46625675	6782972
VUIE03	VUIE3P	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN23,MeContext=VUIE03	46625675	6782972
NEPA04	NEPA1M	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN23,MeContext=NEPA04	46994227	6944170
NEPA04	NEPA1O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN23,MeContext=NEPA04	46994227	6944170
NEPA04	NEPA1P	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN23,MeContext=NEPA04	46994273	6944321
NEPA04	NEPA2M	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN23,MeContext=NEPA04	46994227	6944170
NEPA04	NEPA2O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN23,MeContext=NEPA04	46994227	6944170
NEPA04	NEPA2P	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN23,MeContext=NEPA04	46994273	6944321
NEPA04	NEPA3M	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN23,MeContext=NEPA04	46994227	6944170
NEPA04	NEPA3O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN23,MeContext=NEPA04	46994227	6944170
CTCO03	CTCO5O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN23,MeContext=CTCO03	46859562	6715273
CTCO03	CTCO6O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN23,MeContext=CTCO03	46859562	6715273
LOCL04	LOCL1P	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN23,MeContext=LOCL04	47047863	6719078
LOCL04	LOCL2P	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN23,MeContext=LOCL04	47047863	6719078
SEVI02	SEVI1P	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN23,MeContext=SEVI02	46568675	6781041
SEVI02	SEVI2P	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN23,MeContext=SEVI02	46568675	6781041
SEVI02	SEVI3P	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN23,MeContext=SEVI02	46568675	6781041
NOIM04	NOIM1P	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN23,MeContext=NOIM04	47208369	6955885
NOIM04	NOIM2P	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN23,MeContext=NOIM04	47208369	6955885
VATS03	VATS5O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN23,MeContext=VATS03	46878386	6760215
VATS03	VATS6O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN23,MeContext=VATS03	46878386	6760215
BECH04	BECH1O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN23,MeContext=BECH04	46691217	6702978
BECH04	BECH2O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN23,MeContext=BECH04	46691217	6702978
BECH04	BECH3O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN23,MeContext=BECH04	46691217	6702978
AVCS02	AVCS1O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN23,MeContext=AVCS02	46877629	7041287
AVCS02	AVCS1P	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN23,MeContext=AVCS02	46877629	7041287
AVCS02	AVCS2O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN23,MeContext=AVCS02	46877629	7041287
AVCS02	AVCS2P	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN23,MeContext=AVCS02	46877629	7041287
AVCS02	AVCS3O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN23,MeContext=AVCS02	46877629	7041287
AVCS02	AVCS3P	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN23,MeContext=AVCS02	46877629	7041287
ESPT04	ESPT1O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN23,MeContext=ESPT04	46729103	6578778
ESPT04	ESPT1P	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN23,MeContext=ESPT04	46729103	6578778
ESPT04	ESPT2O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN23,MeContext=ESPT04	46729103	6578778
ESPT04	ESPT2P	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN23,MeContext=ESPT04	46729103	6578778
ESPT04	ESPT3O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN23,MeContext=ESPT04	46729103	6578778
ESPT04	ESPT3P	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN23,MeContext=ESPT04	46729103	6578778
THIL04	THIL1M	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN23,MeContext=THIL04	47008936	7026678
THIL04	THIL1O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN23,MeContext=THIL04	47008936	7026678
THIL04	THIL1P	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN23,MeContext=THIL04	47008936	7026678
THIL04	THIL2M	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN23,MeContext=THIL04	47008936	7026678
THIL04	THIL2O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN23,MeContext=THIL04	47008936	7026678
THIL04	THIL2P	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN23,MeContext=THIL04	47008936	7026678
THIL04	THIL3M	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN23,MeContext=THIL04	47008936	7026678
THIL04	THIL3O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN23,MeContext=THIL04	47008936	7026678
THIL04	THIL3P	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN23,MeContext=THIL04	47008936	7026678
GSCT04	GSCT1O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN23,MeContext=GSCT04	46806891	6643207
GSCT04	GSCT2O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN23,MeContext=GSCT04	46806880	6643183
GSCT04	GSCT3O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN23,MeContext=GSCT04	46806900	6643190
YVZC04	YVZC1M	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN23,MeContext=YVZC04	46791326	6621361
YVZC04	YVZC1O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN23,MeContext=YVZC04	46791326	6621361
YVZC04	YVZC1P	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN23,MeContext=YVZC04	46791326	6621361
YVZC04	YVZC2M	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN23,MeContext=YVZC04	46791326	6621361
YVZC04	YVZC2O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN23,MeContext=YVZC04	46791326	6621361
YVZC04	YVZC2P	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN23,MeContext=YVZC04	46791326	6621361
YVZC04	YVZC3M	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN23,MeContext=YVZC04	46791326	6621361
YVZC04	YVZC3O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN23,MeContext=YVZC04	46791326	6621361
YVZC04	YVZC3P	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN23,MeContext=YVZC04	46791326	6621361
NEIT04	NEIT1O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN23,MeContext=NEIT04	46999982	6950014
NEIT04	NEIT1P	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN23,MeContext=NEIT04	46999982	6950014
NEIT04	NEIT2O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN23,MeContext=NEIT04	46999982	6950014
NEIT04	NEIT2P	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN23,MeContext=NEIT04	46999982	6950014
NEIT04	NEIT3O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN23,MeContext=NEIT04	46999982	6950014
NEIT04	NEIT3P	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN23,MeContext=NEIT04	46999982	6950014
SAIN04	SAIN1M	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN23,MeContext=SAIN04	47264775	7000658
SAIN04	SAIN1O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN23,MeContext=SAIN04	47264775	7000658
SAIN04	SAIN1P	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN23,MeContext=SAIN04	47264775	7000658
SAIN04	SAIN2M	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN23,MeContext=SAIN04	47264775	7000658
SAIN04	SAIN2O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN23,MeContext=SAIN04	47264775	7000658
SAIN04	SAIN2P	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN23,MeContext=SAIN04	47264775	7000658
SAIN04	SAIN3M	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN23,MeContext=SAIN04	47264775	7000658
SAIN04	SAIN3O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN23,MeContext=SAIN04	47264775	7000658
SAIN04	SAIN3P	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN23,MeContext=SAIN04	47264775	7000658
BEVA04	BEVA1O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN23,MeContext=BEVA04	46922636	6815785
BEVA04	BEVA1P	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN23,MeContext=BEVA04	46922636	6815785
BEVA04	BEVA2O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN23,MeContext=BEVA04	46922636	6815785
BEVA04	BEVA2P	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN23,MeContext=BEVA04	46922636	6815785
BEVA04	BEVA3O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN23,MeContext=BEVA04	46922636	6815785
BEVA04	BEVA3P	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN23,MeContext=BEVA04	46922636	6815785
SBIN04	SBIN1O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN23,MeContext=SBIN04	46892783	6777840
SBIN04	SBIN1P	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN23,MeContext=SBIN04	46892783	6777840
SBIN04	SBIN2O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN23,MeContext=SBIN04	46892783	6777840
SBIN04	SBIN2P	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN23,MeContext=SBIN04	46892783	6777840
MOHV04	MOHV1O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN23,MeContext=MOHV04	46668865	6797306
MOHV04	MOHV1P	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN23,MeContext=MOHV04	46668865	6797306
