Element	EUTranCellFDD	SN	latitude	longitude
BSZS09	BILW5N	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=BSZS09	47134064	7243520
BSZS09	BILW5O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=BSZS09	47134064	7243520
STDE04	STDE1O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=STDE04	47110235	7313803
STDE04	STDE2O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=STDE04	47110235	7313803
STDE04	STDE3O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=STDE04	47110235	7313803
MOLV04	MOLV1O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=MOLV04	47269837	7365112
MOLV04	MOLV1P	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=MOLV04	47269837	7365112
MOLV04	MOLV2O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=MOLV04	47269837	7365112
MOLV04	MOLV2P	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=MOLV04	47269837	7365112
AEBU04	AEBU1M	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=AEBU04	47120620	7280637
AEBU04	AEBU1O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=AEBU04	47120620	7280637
AEBU04	AEBU1P	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=AEBU04	47120620	7280637
AEBU04	AEBU2M	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=AEBU04	47120620	7280637
AEBU04	AEBU2O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=AEBU04	47120620	7280637
AEBU04	AEBU2P	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=AEBU04	47120620	7280637
AEBU04	AEBU3M	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=AEBU04	47120620	7280637
AEBU04	AEBU3O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=AEBU04	47120620	7280637
AEBU04	AEBU3P	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=AEBU04	47120620	7280637
COVV04	COVV1P	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=COVV04	47450158	7108655
COVV04	COVV2P	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=COVV04	47450158	7108655
COVV04	COVV3P	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=COVV04	47450158	7108655
BUTE04	BUTE1P	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=BUTE04	47442721	7015077
BUTE04	BUTE2P	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=BUTE04	47442721	7015077
BUTE04	BUTE3P	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=BUTE04	47442721	7015077
BSWL04	BSWL1O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=BSWL04	47101472	7319949
BSWL04	BSWL2O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=BSWL04	47101472	7319949
BSWL04	BSWL3O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=BSWL04	47101472	7319949
RIHO04	RIHO1O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=RIHO04	47230615	7569021
RIHO04	RIHO2O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=RIHO04	47230615	7569021
RIHO04	RIHO3O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=RIHO04	47230615	7569021
AARD04	AARD1O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=AARD04	47050708	7285686
AARD04	AARD2O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=AARD04	47050312	7285016
AARD04	AARD3O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=AARD04	47050312	7285016
CEVE02	CEVE1P	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=CEVE02	47395689	6959606
CEVE02	CEVE2P	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=CEVE02	47395689	6959606
CEVE02	CEVE3P	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=CEVE02	47395689	6959606
LYIN04	LYIN1O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=LYIN04	47083949	7303356
LYIN04	LYIN2O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=LYIN04	47083949	7303356
LYIN04	LYIN3O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=LYIN04	47083949	7303356
DELA04	DELA1M	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=DELA04	47356552	7329600
DELA04	DELA1O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=DELA04	47356552	7329600
DELA04	DELA1P	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=DELA04	47356552	7329600
DELA04	DELA2M	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=DELA04	47356552	7329600
DELA04	DELA2O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=DELA04	47356552	7329600
DELA04	DELA2P	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=DELA04	47356552	7329600
DELA04	DELA3M	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=DELA04	47356552	7329600
DELA04	DELA3O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=DELA04	47356552	7329600
DELA04	DELA3P	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=DELA04	47356552	7329600
OBRA04	OBRA1P	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=OBRA04	47106982	7457951
OBRA04	OBRA2P	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=OBRA04	47106982	7457951
OBRA04	OBRA3P	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=OBRA04	47106982	7457951
CMOR04	CMOR1P	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=CMOR04	47334965	7263729
CMOR04	CMOR2P	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=CMOR04	47334965	7263729
ORWK04	ORWK1O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=ORWK04	47136070	7307403
ORWK04	ORWK2O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=ORWK04	47136070	7307403
ORWK04	ORWK3O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=ORWK04	47136070	7307403
CUES04	CUES1O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=CUES04	47357679	7384700
CUES04	CUES2O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=CUES04	47357679	7384700
CUES04	CUES3O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=CUES04	47357679	7384700
SEED04	SEED1P	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=SEED04	47035573	7302544
SEED04	SEED2P	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=SEED04	47035537	7302544
SEED04	SEED3P	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=SEED04	47035537	7302491
BUEN04	BUEN1M	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=BUEN04	47143196	7372893
BUEN04	BUEN1O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=BUEN04	47143196	7372893
BUEN04	BUEN2M	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=BUEN04	47143196	7372893
BUEN04	BUEN2O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=BUEN04	47143196	7372893
BUEN04	BUEN3M	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=BUEN04	47143196	7372893
BUEN04	BUEN3O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=BUEN04	47143196	7372893
BEPI04	BEPI1M	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=BEPI04	47244166	7282940
BEPI04	BEPI1O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=BEPI04	47244166	7282940
BEPI04	BEPI1P	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=BEPI04	47244166	7282940
BEPI04	BEPI2M	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=BEPI04	47244166	7282940
BEPI04	BEPI2O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=BEPI04	47244166	7282940
BEPI04	BEPI2P	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=BEPI04	47244166	7282940
BEPI04	BEPI3M	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=BEPI04	47244166	7282940
BEPI04	BEPI3O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=BEPI04	47244166	7282940
BEPI04	BEPI3P	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=BEPI04	47244166	7282940
PORE04	PRSC5N	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=PORE04	47416491	7077857
ROND04	ROND1P	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=ROND04	47179894	7244131
ROND04	ROND2P	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=ROND04	47179894	7244131
PORE05	POCT1O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=PORE05	47415948	7076900
PORE05	POCT2O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=PORE05	47415917	7076880
PORE05	POCT3O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=PORE05	47415925	7076833
PORE05	POCT4O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=PORE05	47415961	7076853
DEMO04	DEMO1M	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=DEMO04	47362333	7348557
DEMO04	DEMO1O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=DEMO04	47362333	7348557
DEMO04	DEMO1P	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=DEMO04	47362333	7348557
DEMO04	DEMO2M	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=DEMO04	47362333	7348557
DEMO04	DEMO2O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=DEMO04	47362333	7348557
DEMO04	DEMO2P	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=DEMO04	47362333	7348557
DEMO04	DEMO3M	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=DEMO04	47362333	7348557
DEMO04	DEMO3O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=DEMO04	47362333	7348557
DEMO04	DEMO3P	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=DEMO04	47362333	7348557
BIBL04	BIBL1M	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=BIBL04	47149959	7279601
BIBL04	BIBL1O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=BIBL04	47149959	7279601
BIBL04	BIBL1P	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=BIBL04	47149959	7279601
BIBL04	BIBL2M	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=BIBL04	47149959	7279601
BIBL04	BIBL2O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=BIBL04	47149959	7279601
BIBL04	BIBL2P	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=BIBL04	47149959	7279601
BIBL04	BIBL3M	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=BIBL04	47149959	7279601
BIBL04	BIBL3O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=BIBL04	47149959	7279601
BIBL04	BIBL3P	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=BIBL04	47149959	7279601
GRRD04	GRRD1M	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=GRRD04	47191057	7388298
GRRD04	GRRD1O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=GRRD04	47191057	7388298
GRRD04	GRRD1P	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=GRRD04	47191057	7388298
GRRD04	GRRD2M	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=GRRD04	47191057	7388298
GRRD04	GRRD2O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=GRRD04	47191057	7388298
GRRD04	GRRD2P	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=GRRD04	47191057	7388298
GRRD04	GRRD3M	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=GRRD04	47191057	7388298
GRRD04	GRRD3O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=GRRD04	47191057	7388298
DILT04	DILT1O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=DILT04	47030220	7427363
DILT04	DILT2O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=DILT04	47030220	7427363
DILT04	DILT3O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=DILT04	47030220	7427363
CMCH04	CMCH1P	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=CMCH04	47460658	7057214
CMCH04	CMCH2P	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=CMCH04	47460658	7057214
GTBB04	GTBB5O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=GTBB04	47191552	7389354
COBE04	COBE1P	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=COBE04	47195467	7114013
COBE04	COBE2P	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=COBE04	47195467	7114013
LIZN03	LIZN1O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=LIZN03	47088220	7137051
REBE02	REBE1P	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=REBE02	47320677	7413704
REBE02	REBE2P	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=REBE02	47320677	7413704
CVTM04	CVTM1O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=CVTM04	47315470	7388591
CVTM04	CVTM5O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=CVTM04	47315470	7388591
BIBS04	BIBS1M	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=BIBS04	47145246	7255397
BIBS04	BIBS1O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=BIBS04	47145246	7255397
BIBS04	BIBS1P	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=BIBS04	47145246	7255397
BIBS04	BIBS2M	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=BIBS04	47145246	7255397
BIBS04	BIBS2O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=BIBS04	47145246	7255397
BIBS04	BIBS2P	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=BIBS04	47145246	7255397
BIBS04	BIBS3M	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=BIBS04	47145246	7255397
BIBS04	BIBS3O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=BIBS04	47145246	7255397
BIBS04	BIBS3P	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=BIBS04	47145246	7255397
MOGN03	MOGN1P	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=MOGN03	47488978	7061907
MOGN03	MOGN2P	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=MOGN03	47488978	7061907
XJUB03	XJUB1P	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=XJUB03	47429803	7012025
XJUB03	XJUB2P	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=XJUB03	47429803	7012025
XJUB03	XJUB3P	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=XJUB03	47429803	7012025
NISM04	NISM1M	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=NISM04	47125966	7247121
NISM04	NISM1O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=NISM04	47125966	7247121
NISM04	NISM1P	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=NISM04	47125966	7247121
NISM04	NISM2M	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=NISM04	47125966	7247121
NISM04	NISM2O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=NISM04	47125966	7247121
NISM04	NISM2P	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=NISM04	47125966	7247121
NISM04	NISM3M	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=NISM04	47125759	7247079
NISM04	NISM3O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=NISM04	47125759	7247079
NISM04	NISM3P	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=NISM04	47125759	7247079
GREH04	GREH1M	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=GREH04	47193380	7395171
GREH04	GREH1O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=GREH04	47193380	7395171
GREH04	GREH1P	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=GREH04	47193380	7395171
GREH04	GREH2M	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=GREH04	47193380	7395171
GREH04	GREH2O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=GREH04	47193380	7395171
GREH04	GREH2P	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=GREH04	47193380	7395171
GREH04	GREH3M	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=GREH04	47193380	7395171
GREH04	GREH3O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=GREH04	47193380	7395171
GREH04	GREH3P	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=GREH04	47193380	7395171
REVI04	REVI1M	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=REVI04	47229764	7225859
REVI04	REVI1P	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=REVI04	47229764	7225859
REVI04	REVI2M	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=REVI04	47229764	7225859
REVI04	REVI2P	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=REVI04	47229764	7225859
REVI04	REVI3M	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=REVI04	47229764	7225859
REVI04	REVI3P	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=REVI04	47229764	7225859
SOWH04	SOWH1M	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=SOWH04	47209771	7540814
SOWH04	SOWH1O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=SOWH04	47209771	7540814
SOWH04	SOWH2M	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=SOWH04	47209771	7540814
SOWH04	SOWH2O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=SOWH04	47209771	7540814
SOWH04	SOWH3M	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=SOWH04	47209771	7540814
SOWH04	SOWH3O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=SOWH04	47209771	7540814
CRMU02	COTN5P	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=CRMU02	47237849	7348173
CRMU02	COTN6P	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=CRMU02	47237849	7348173
BOFD02	BOFD1P	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=BOFD02	47462888	7150141
BOFD02	BOFD2P	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=BOFD02	47462888	7150141
BIFA02	BIOM5N	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=BIFA02	47142986	7259294
BIFA02	BIOM6N	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=BIFA02	47142986	7259294
HESS04	HESS1P	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=HESS04	47136259	7466450
HESS04	HESS2P	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=HESS04	47136259	7466450
HESS04	HESS3P	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=HESS04	47136259	7466450
CHOI04	CHOI1O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=CHOI04	47324323	7375765
CHOI04	CHOI2O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=CHOI04	47324323	7375765
CHOI04	CHOI5O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=CHOI04	47324323	7375765
SAFD04	SAFD1P	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=SAFD04	47148225	7326794
SAFD04	SAFD2P	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=SAFD04	47148225	7326794
SAFD04	SAFD3P	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=SAFD04	47148225	7326794
GROS04	GROS1P	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=GROS04	47192502	7406441
GROS04	GROS2P	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=GROS04	47192502	7406441
GROS04	GROS3P	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=GROS04	47192502	7406441
LUES04	LUES1O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=LUES04	47193256	7497872
LUES04	LUES2O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=LUES04	47193256	7497872
SOJE02	SOJE1P	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=SOJE02	47392436	7373605
MTNO04	MRMI5O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=MTNO04	47356129	7194436
MTNO04	MRNO5O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=MTNO04	47368737	7180809
MTNO04	MRSU5O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=MTNO04	47343814	7206733
MTNO04	MTMI5O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=MTNO04	47392828	7155858
MTNO04	MTNO5O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=MTNO04	47400907	7149523
MTNO04	MTSU5O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=MTNO04	47376893	7168190
SEGA04	SEGA1P	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=SEGA04	47202147	7460941
SEGA04	SEGA2P	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=SEGA04	47202147	7460941
SEGA04	SEGA3P	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=SEGA04	47202147	7460941
DPTZ05	DERP1N	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=DPTZ05	47365972	7343851
RECL03	RECL1P	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=RECL03	47378194	6921879
RECL03	RECL2P	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=RECL03	47378194	6921879
RECL03	RECL3P	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=RECL03	47378194	6921879
SOYR03	SOYR1O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=SOYR03	47388365	7364392
SOYR03	SOYR1P	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=SOYR03	47388365	7364392
SOYR03	SOYR2O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=SOYR03	47388365	7364392
SOYR03	SOYR2P	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=SOYR03	47388365	7364392
TUES04	TUES1O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=TUES04	47114771	7196564
TUES04	TUES2O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=TUES04	47114771	7196564
PONO04	PONO1O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=PONO04	47424644	7082268
PONO04	PONO2O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=PONO04	47424644	7082268
PONO04	PONO3O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=PONO04	47424644	7082268
GRAM04	GRAM1M	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=GRAM04	47197309	7390338
GRAM04	GRAM1O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=GRAM04	47197309	7390338
GRAM04	GRAM1P	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=GRAM04	47197309	7390338
GRAM04	GRAM2M	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=GRAM04	47197309	7390338
GRAM04	GRAM2O	SubNetwork=CH,SubNetwork=RAN,SubNetwork=LRAN27,MeContext=GRAM04	47197309	7390338
